https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume KMD,Volume USDT,tradecount
1678838400000,2023-03-15,KMDUSDT,0.2525,0.256,0.2335,0.2358,555426.0,136341.4496,2093
1678752000000,2023-03-14,KMDUSDT,0.2393,0.264,0.2391,0.2526,1628983.0,412317.8983,4279
1678665600000,2023-03-13,KMDUSDT,0.2319,0.2436,0.2237,0.2391,749884.0,176122.8687,2255
1678579200000,2023-03-12,KMDUSDT,0.218,0.232,0.2103,0.2308,981788.0,215007.485,2211
1678492800000,2023-03-11,KMDUSDT,0.2281,0.2379,0.211,0.218,771426.0,170846.2816,2519
1678406400000,2023-03-10,KMDUSDT,0.22,0.23,0.211,0.2277,892041.0,194152.712,2816
1678320000000,2023-03-09,KMDUSDT,0.2354,0.2447,0.2173,0.22,895643.0,207930.6484,2528
1678233600000,2023-03-08,KMDUSDT,0.2473,0.2484,0.2328,0.2354,532316.0,128400.8524,2232
1678147200000,2023-03-07,KMDUSDT,0.256,0.2566,0.237,0.2469,1298504.0,319696.4289,3393
1678060800000,2023-03-06,KMDUSDT,0.2519,0.2565,0.2497,0.2555,432760.0,109251.0024,1390
1677974400000,2023-03-05,KMDUSDT,0.2493,0.2706,0.2477,0.2517,1180921.0,306062.1125,3647
1677888000000,2023-03-04,KMDUSDT,0.2529,0.2564,0.2455,0.2487,648275.0,163950.4238,1848
1677801600000,2023-03-03,KMDUSDT,0.2843,0.2845,0.2517,0.2529,1399975.0,364559.5717,4714
1677715200000,2023-03-02,KMDUSDT,0.2905,0.2921,0.2808,0.2845,389725.0,111062.7179,1380
1677628800000,2023-03-01,KMDUSDT,0.2864,0.2962,0.2836,0.2902,701839.0,204247.528,2333
1677542400000,2023-02-28,KMDUSDT,0.2991,0.3105,0.2835,0.2872,2704054.0,804255.1141,7753
1677456000000,2023-02-27,KMDUSDT,0.286,0.3024,0.2822,0.2991,1406762.0,411835.8764,4476
1677369600000,2023-02-26,KMDUSDT,0.2783,0.2885,0.2771,0.286,323622.0,91668.5203,1360
1677283200000,2023-02-25,KMDUSDT,0.2823,0.2851,0.2716,0.2782,589733.0,164527.1417,2013
1677196800000,2023-02-24,KMDUSDT,0.3008,0.3052,0.2784,0.2823,1285056.0,373241.5682,3751
1677110400000,2023-02-23,KMDUSDT,0.3023,0.3088,0.296,0.3005,767072.0,232114.6515,2738
1677024000000,2023-02-22,KMDUSDT,0.31,0.3119,0.2924,0.302,1280856.0,383238.2936,3474
1676937600000,2023-02-21,KMDUSDT,0.3211,0.3215,0.3038,0.31,1755996.0,549843.2705,5565
1676851200000,2023-02-20,KMDUSDT,0.298,0.3375,0.2925,0.3211,4187429.0,1342115.7164,11236
1676764800000,2023-02-19,KMDUSDT,0.2996,0.313,0.2945,0.2981,1525730.0,461573.7789,5067
1676678400000,2023-02-18,KMDUSDT,0.3055,0.3132,0.2996,0.2996,1227812.0,376219.6906,4267
1676592000000,2023-02-17,KMDUSDT,0.2802,0.3168,0.2789,0.3056,3220695.0,966871.3041,9902
1676505600000,2023-02-16,KMDUSDT,0.2844,0.3257,0.2796,0.2801,4911324.0,1482851.4082,12361
1676419200000,2023-02-15,KMDUSDT,0.2729,0.2855,0.2706,0.2842,2132738.0,588084.2724,6058
1676332800000,2023-02-14,KMDUSDT,0.2688,0.2734,0.2637,0.2726,722612.0,194371.9608,2786
1676246400000,2023-02-13,KMDUSDT,0.2735,0.2735,0.2604,0.2688,566202.0,150453.4885,2137
1676160000000,2023-02-12,KMDUSDT,0.2739,0.2819,0.2695,0.2731,745657.0,205919.1699,2271
1676073600000,2023-02-11,KMDUSDT,0.2634,0.28,0.2631,0.2739,1002833.0,273126.2262,2872
1675987200000,2023-02-10,KMDUSDT,0.2576,0.2667,0.2569,0.2638,434484.0,113547.4743,1608
1675900800000,2023-02-09,KMDUSDT,0.2844,0.285,0.2575,0.2575,1134267.0,310171.8877,3642
1675814400000,2023-02-08,KMDUSDT,0.2894,0.2944,0.2796,0.2844,1104062.0,317885.4209,3123
1675728000000,2023-02-07,KMDUSDT,0.281,0.2897,0.2803,0.2894,1571023.0,448550.5224,4404
1675641600000,2023-02-06,KMDUSDT,0.2785,0.2827,0.277,0.281,817175.0,228836.5461,2463
1675555200000,2023-02-05,KMDUSDT,0.2796,0.2856,0.2764,0.2784,1488231.0,418592.9665,4098
1675468800000,2023-02-04,KMDUSDT,0.2793,0.285,0.279,0.2796,1289345.0,363503.2752,3537
1675382400000,2023-02-03,KMDUSDT,0.2684,0.2831,0.2676,0.2795,1674155.0,465398.6692,4816
1675296000000,2023-02-02,KMDUSDT,0.27,0.2811,0.2676,0.2684,1296005.0,356049.0598,3870
1675209600000,2023-02-01,KMDUSDT,0.2659,0.271,0.2576,0.27,927100.0,245081.5547,2873
1675123200000,2023-01-31,KMDUSDT,0.2621,0.2668,0.2599,0.266,820127.0,215499.3816,2321
1675036800000,2023-01-30,KMDUSDT,0.272,0.2788,0.2572,0.2617,2941755.0,792490.7605,7344
1674950400000,2023-01-29,KMDUSDT,0.2726,0.2818,0.2685,0.2714,3045033.0,832845.0864,7190
1674864000000,2023-01-28,KMDUSDT,0.2596,0.2875,0.2562,0.2721,7898351.0,2167751.0061,16296
1674777600000,2023-01-27,KMDUSDT,0.2593,0.2622,0.254,0.2596,795530.0,205325.3251,2455
1674691200000,2023-01-26,KMDUSDT,0.2648,0.269,0.2559,0.2595,889006.0,233283.7699,2811
1674604800000,2023-01-25,KMDUSDT,0.257,0.2696,0.2534,0.265,1491107.0,391274.2242,4773
1674518400000,2023-01-24,KMDUSDT,0.2651,0.2689,0.2536,0.2572,1085970.0,285080.844,4069
1674432000000,2023-01-23,KMDUSDT,0.2653,0.267,0.2594,0.2653,761860.0,201257.522,2914
1674345600000,2023-01-22,KMDUSDT,0.2568,0.27,0.2534,0.2653,1262300.0,330712.5934,3874
1674259200000,2023-01-21,KMDUSDT,0.2438,0.278,0.2424,0.2569,4020888.0,1056553.1866,10961
1674172800000,2023-01-20,KMDUSDT,0.2338,0.245,0.2295,0.2439,2112119.0,496857.2787,5046
1674086400000,2023-01-19,KMDUSDT,0.254,0.254,0.2271,0.2339,5798638.0,1398431.711,13148
1674000000000,2023-01-18,KMDUSDT,0.2276,0.268,0.2176,0.2542,9859797.0,2387927.4597,19954
1673913600000,2023-01-17,KMDUSDT,0.2261,0.234,0.2228,0.2274,823882.0,188712.2777,2445
1673827200000,2023-01-16,KMDUSDT,0.2317,0.2353,0.2224,0.2256,599063.0,136658.2036,2055
1673740800000,2023-01-15,KMDUSDT,0.2353,0.2354,0.2229,0.2319,817145.0,185935.5811,3116
1673654400000,2023-01-14,KMDUSDT,0.2185,0.24,0.2185,0.2351,2381134.0,552082.6895,7044
1673568000000,2023-01-13,KMDUSDT,0.2174,0.2197,0.2144,0.2185,1147058.0,249141.8787,3566
1673481600000,2023-01-12,KMDUSDT,0.215,0.2221,0.2122,0.2175,1038898.0,225335.1526,3523
1673395200000,2023-01-11,KMDUSDT,0.2087,0.2162,0.2054,0.215,1991529.0,420507.6684,5663
1673308800000,2023-01-10,KMDUSDT,0.1981,0.2122,0.1967,0.2093,746603.0,152514.321,2472
1673222400000,2023-01-09,KMDUSDT,0.2001,0.2039,0.1975,0.1981,937044.0,188129.4119,2478
1673136000000,2023-01-08,KMDUSDT,0.1906,0.2047,0.1904,0.2,1726367.0,342230.0855,3744
1673049600000,2023-01-07,KMDUSDT,0.1898,0.1921,0.1881,0.1904,382628.0,72625.0405,1058
1672963200000,2023-01-06,KMDUSDT,0.1862,0.1911,0.1828,0.1904,362310.0,67298.1749,1123
1672876800000,2023-01-05,KMDUSDT,0.1911,0.1911,0.1861,0.1863,424073.0,79640.1019,988
1672790400000,2023-01-04,KMDUSDT,0.1872,0.1917,0.1867,0.1909,494832.0,93483.9509,1671
1672704000000,2023-01-03,KMDUSDT,0.1838,0.1992,0.1834,0.1875,2812582.0,538436.5987,6381
1672617600000,2023-01-02,KMDUSDT,0.1812,0.1862,0.179,0.1837,617930.0,112678.648,1524
1672531200000,2023-01-01,KMDUSDT,0.178,0.185,0.1778,0.1815,568345.0,103079.7399,1322
1672444800000,2022-12-31,KMDUSDT,0.1778,0.1799,0.1768,0.178,405083.0,72129.0833,960
1672358400000,2022-12-30,KMDUSDT,0.1814,0.1855,0.1768,0.1777,642969.0,115788.9216,1751
1672272000000,2022-12-29,KMDUSDT,0.1844,0.1848,0.1762,0.1815,2348099.0,425025.1139,4071
1672185600000,2022-12-28,KMDUSDT,0.188,0.2215,0.1805,0.1844,11602418.0,2285867.0562,17112
1672099200000,2022-12-27,KMDUSDT,0.1878,0.1909,0.1842,0.1881,446395.0,83899.6412,1296
1672012800000,2022-12-26,KMDUSDT,0.1867,0.1925,0.1859,0.1878,452241.0,85392.372,1488
1671926400000,2022-12-25,KMDUSDT,0.1906,0.1909,0.1858,0.1867,375495.0,70604.4037,1275
1671840000000,2022-12-24,KMDUSDT,0.1896,0.1941,0.1883,0.1905,688592.0,131297.2993,1862
1671753600000,2022-12-23,KMDUSDT,0.1864,0.1897,0.1859,0.1893,669256.0,125570.021,1388
1671667200000,2022-12-22,KMDUSDT,0.1976,0.2002,0.1822,0.1864,3061556.0,579073.5967,4861
1671580800000,2022-12-21,KMDUSDT,0.1887,0.2218,0.1862,0.1975,14382991.0,2970736.7329,27637
1671494400000,2022-12-20,KMDUSDT,0.1836,0.1899,0.1815,0.1889,372283.0,69553.5525,978
1671408000000,2022-12-19,KMDUSDT,0.1897,0.1957,0.1814,0.184,849442.0,161485.524,1848
1671321600000,2022-12-18,KMDUSDT,0.1901,0.1923,0.188,0.1896,367399.0,69802.2995,999
1671235200000,2022-12-17,KMDUSDT,0.1917,0.192,0.1808,0.19,929165.0,173395.5734,2052
1671148800000,2022-12-16,KMDUSDT,0.2017,0.2047,0.1906,0.1918,1008310.0,200519.4764,2174
1671062400000,2022-12-15,KMDUSDT,0.2063,0.2153,0.2015,0.2015,1085901.0,224978.9613,1904
1670976000000,2022-12-14,KMDUSDT,0.2065,0.2131,0.2033,0.2065,979451.0,203290.7958,1603
1670889600000,2022-12-13,KMDUSDT,0.2102,0.2115,0.201,0.2066,1169471.0,240782.3164,2644
1670803200000,2022-12-12,KMDUSDT,0.219,0.2191,0.208,0.2102,644273.0,136275.3466,1780
1670716800000,2022-12-11,KMDUSDT,0.2164,0.2249,0.216,0.219,1047807.0,230790.507,2321
1670630400000,2022-12-10,KMDUSDT,0.2139,0.2261,0.2125,0.2163,1286636.0,281116.8141,3064
1670544000000,2022-12-09,KMDUSDT,0.2102,0.2233,0.2098,0.2146,1204691.0,261658.2511,2854
1670457600000,2022-12-08,KMDUSDT,0.2083,0.2123,0.2065,0.2103,579294.0,121294.6927,1646
1670371200000,2022-12-07,KMDUSDT,0.2155,0.2165,0.2059,0.2084,787689.0,165027.5921,1835
1670284800000,2022-12-06,KMDUSDT,0.2098,0.228,0.2096,0.2155,3573278.0,780482.9787,6892
1670198400000,2022-12-05,KMDUSDT,0.2118,0.2148,0.2071,0.2098,940447.0,198763.5251,2191
1670112000000,2022-12-04,KMDUSDT,0.2095,0.2202,0.209,0.2123,967386.0,206104.1172,2245
1670025600000,2022-12-03,KMDUSDT,0.2139,0.2245,0.2071,0.2095,3316037.0,714292.137,6124
1669939200000,2022-12-02,KMDUSDT,0.2057,0.2183,0.2025,0.2139,1544033.0,324326.7975,3333
1669852800000,2022-12-01,KMDUSDT,0.2127,0.2138,0.2036,0.205,1664778.0,347976.7904,2946
1669766400000,2022-11-30,KMDUSDT,0.2027,0.2191,0.2021,0.2134,3187224.0,673599.8253,7305
1669680000000,2022-11-29,KMDUSDT,0.1971,0.2065,0.1967,0.2027,1954462.0,395817.9309,4202
1669593600000,2022-11-28,KMDUSDT,0.196,0.2253,0.1907,0.1977,6528437.0,1331267.906,9903
1669507200000,2022-11-27,KMDUSDT,0.194,0.2166,0.1935,0.1961,3918995.0,802781.3522,6469
1669420800000,2022-11-26,KMDUSDT,0.1906,0.2046,0.19,0.194,2547146.0,498720.2677,3826
1669334400000,2022-11-25,KMDUSDT,0.2,0.2007,0.1882,0.1901,1714627.0,327700.4875,2842
1669248000000,2022-11-24,KMDUSDT,0.1924,0.2053,0.1858,0.2006,5545566.0,1089342.7099,8767
1669161600000,2022-11-23,KMDUSDT,0.1844,0.2,0.1831,0.1924,3778478.0,723068.5517,4565
1669075200000,2022-11-22,KMDUSDT,0.1803,0.1849,0.1741,0.1843,1614040.0,289389.9168,2962
1668988800000,2022-11-21,KMDUSDT,0.1831,0.1996,0.1792,0.1802,7919819.0,1494335.8094,11494
1668902400000,2022-11-20,KMDUSDT,0.1846,0.1937,0.1824,0.1832,2025816.0,379244.0899,4020
1668816000000,2022-11-19,KMDUSDT,0.1829,0.1876,0.1785,0.1844,1152931.0,210730.1446,2746
1668729600000,2022-11-18,KMDUSDT,0.1833,0.1873,0.1808,0.1829,834202.0,153367.9226,1749
1668643200000,2022-11-17,KMDUSDT,0.1873,0.1932,0.1826,0.1834,2223424.0,418809.6023,3390
1668556800000,2022-11-16,KMDUSDT,0.1863,0.1929,0.1806,0.1873,1042140.0,194854.9995,2154
1668470400000,2022-11-15,KMDUSDT,0.185,0.1925,0.1836,0.1864,699700.0,131569.2769,1817
1668384000000,2022-11-14,KMDUSDT,0.1821,0.1868,0.1729,0.1847,1097752.0,198827.3366,2532
1668297600000,2022-11-13,KMDUSDT,0.1947,0.201,0.1801,0.1821,2252063.0,425520.3506,4383
1668211200000,2022-11-12,KMDUSDT,0.1828,0.1992,0.174,0.1947,2755205.0,517237.0113,4461
1668124800000,2022-11-11,KMDUSDT,0.2007,0.203,0.1793,0.1831,1650562.0,309335.062,3461
1668038400000,2022-11-10,KMDUSDT,0.1802,0.2042,0.1797,0.201,2833155.0,551965.6268,4770
1667952000000,2022-11-09,KMDUSDT,0.2148,0.2161,0.1763,0.1808,1606910.0,315337.9843,4560
1667865600000,2022-11-08,KMDUSDT,0.2507,0.2526,0.202,0.2149,5034286.0,1120814.8092,8772
1667779200000,2022-11-07,KMDUSDT,0.2516,0.2539,0.2482,0.2513,862992.0,216394.2384,2056
1667692800000,2022-11-06,KMDUSDT,0.2587,0.261,0.2502,0.2518,1119507.0,285337.7193,2795
1667606400000,2022-11-05,KMDUSDT,0.2593,0.2668,0.257,0.2592,1792595.0,468125.8208,3392
1667520000000,2022-11-04,KMDUSDT,0.251,0.26,0.2506,0.2594,1505455.0,385594.7851,3343
1667433600000,2022-11-03,KMDUSDT,0.2473,0.254,0.2472,0.251,1111727.0,279642.6173,2806
1667347200000,2022-11-02,KMDUSDT,0.249,0.2541,0.2452,0.2473,626311.0,156134.2269,2790
1667260800000,2022-11-01,KMDUSDT,0.2494,0.2532,0.2457,0.2491,763196.0,190289.7074,1658
1667174400000,2022-10-31,KMDUSDT,0.2515,0.2532,0.2459,0.2504,760498.0,189582.4941,1692
1667088000000,2022-10-30,KMDUSDT,0.2541,0.2617,0.2503,0.2519,1356233.0,348322.1552,3380
1667001600000,2022-10-29,KMDUSDT,0.2501,0.2586,0.2498,0.2538,910378.0,231028.1607,2310
1666915200000,2022-10-28,KMDUSDT,0.2461,0.2528,0.2443,0.2501,872621.0,217116.6111,1853
1666828800000,2022-10-27,KMDUSDT,0.2526,0.2568,0.245,0.2467,662437.0,166997.4048,1754
1666742400000,2022-10-26,KMDUSDT,0.2527,0.257,0.2496,0.2527,1245893.0,314595.9543,2621
1666656000000,2022-10-25,KMDUSDT,0.2512,0.257,0.2484,0.2531,919198.0,232836.6067,2252
1666569600000,2022-10-24,KMDUSDT,0.2515,0.256,0.2487,0.252,1311767.0,330502.2913,2680
1666483200000,2022-10-23,KMDUSDT,0.2497,0.2687,0.2474,0.2515,3017576.0,781782.2959,6738
1666396800000,2022-10-22,KMDUSDT,0.2504,0.257,0.2477,0.2496,603007.0,151802.4217,2146
1666310400000,2022-10-21,KMDUSDT,0.2462,0.2558,0.2406,0.2511,900849.0,222231.0193,2652
1666224000000,2022-10-20,KMDUSDT,0.2458,0.2513,0.2435,0.2462,816603.0,202020.2432,1840
1666137600000,2022-10-19,KMDUSDT,0.2476,0.265,0.2441,0.2462,2120358.0,533917.1502,5639
1666051200000,2022-10-18,KMDUSDT,0.2552,0.259,0.2461,0.2477,2105205.0,533674.3762,4298
1665964800000,2022-10-17,KMDUSDT,0.2642,0.299,0.2521,0.2552,15890737.0,4328213.7605,31326
1665878400000,2022-10-16,KMDUSDT,0.2377,0.2837,0.2363,0.2641,18814594.0,4963805.2738,34775
1665792000000,2022-10-15,KMDUSDT,0.231,0.2422,0.2276,0.2383,1305428.0,304845.7345,2538
1665705600000,2022-10-14,KMDUSDT,0.2341,0.27,0.2254,0.2309,5528902.0,1377902.2557,11441
1665619200000,2022-10-13,KMDUSDT,0.2353,0.236,0.2113,0.2333,1886266.0,424793.4716,4327
1665532800000,2022-10-12,KMDUSDT,0.2419,0.2436,0.2313,0.2352,815125.0,193574.7415,2280
1665446400000,2022-10-11,KMDUSDT,0.2527,0.2531,0.2386,0.2416,795594.0,195027.599,3037
1665360000000,2022-10-10,KMDUSDT,0.2563,0.2571,0.2475,0.2526,413571.0,104167.4764,1350
1665273600000,2022-10-09,KMDUSDT,0.2561,0.2614,0.2536,0.2561,613080.0,157614.7144,2040
1665187200000,2022-10-08,KMDUSDT,0.2554,0.2615,0.2531,0.2553,492904.0,126357.3954,1912
1665100800000,2022-10-07,KMDUSDT,0.2559,0.2571,0.2519,0.2555,645018.0,164297.3514,1604
1665014400000,2022-10-06,KMDUSDT,0.2611,0.2679,0.2556,0.2557,766454.0,199912.3369,2190
1664928000000,2022-10-05,KMDUSDT,0.2634,0.264,0.2543,0.2611,839315.0,217845.7503,2147
1664841600000,2022-10-04,KMDUSDT,0.2647,0.265,0.2576,0.2632,801195.0,209118.9721,2274
1664755200000,2022-10-03,KMDUSDT,0.2524,0.27,0.251,0.2646,1628690.0,426788.9531,3796
1664668800000,2022-10-02,KMDUSDT,0.2517,0.264,0.2476,0.2522,3121329.0,797274.7748,5456
1664582400000,2022-10-01,KMDUSDT,0.2534,0.2583,0.2507,0.2521,1077343.0,273115.8339,2145
1664496000000,2022-09-30,KMDUSDT,0.2536,0.26,0.2515,0.2528,2266021.0,578873.2779,4419
1664409600000,2022-09-29,KMDUSDT,0.2581,0.2658,0.2492,0.2539,2911088.0,744441.1887,5068
1664323200000,2022-09-28,KMDUSDT,0.255,0.2627,0.2466,0.2578,1445546.0,367273.8594,3266
1664236800000,2022-09-27,KMDUSDT,0.2577,0.2717,0.2517,0.2553,1830886.0,479882.585,3919
1664150400000,2022-09-26,KMDUSDT,0.2575,0.2654,0.2515,0.2579,1864095.0,479721.5294,3707
1664064000000,2022-09-25,KMDUSDT,0.2649,0.2782,0.2566,0.2572,3069174.0,829885.9624,5363
1663977600000,2022-09-24,KMDUSDT,0.2642,0.2695,0.2596,0.2649,902749.0,238363.2001,1734
1663891200000,2022-09-23,KMDUSDT,0.266,0.2681,0.2548,0.2639,1438641.0,377060.4133,3086
1663804800000,2022-09-22,KMDUSDT,0.2545,0.275,0.2534,0.2661,4195369.0,1120522.109,6648
1663718400000,2022-09-21,KMDUSDT,0.2514,0.27,0.2452,0.2543,3959267.0,1025842.654,7910
1663632000000,2022-09-20,KMDUSDT,0.2561,0.2642,0.25,0.2517,1513720.0,386783.4591,2880
1663545600000,2022-09-19,KMDUSDT,0.2607,0.2625,0.2424,0.2565,2339745.0,587315.3997,4049
1663459200000,2022-09-18,KMDUSDT,0.2738,0.2741,0.2583,0.261,2050694.0,547332.8463,3357
1663372800000,2022-09-17,KMDUSDT,0.2792,0.2882,0.2684,0.2732,2727085.0,750353.2744,4203
1663286400000,2022-09-16,KMDUSDT,0.269,0.2881,0.2617,0.2798,4843556.0,1334520.3621,7298
1663200000000,2022-09-15,KMDUSDT,0.2808,0.2952,0.2572,0.269,8008888.0,2197298.1081,11273
1663113600000,2022-09-14,KMDUSDT,0.2577,0.2976,0.2542,0.2808,11590611.0,3209332.0885,17561
1663027200000,2022-09-13,KMDUSDT,0.2804,0.31,0.2571,0.2577,6613990.0,1895555.3069,10004
1662940800000,2022-09-12,KMDUSDT,0.2752,0.2934,0.2708,0.2802,2045988.0,575892.5058,3820
1662854400000,2022-09-11,KMDUSDT,0.2727,0.2823,0.2683,0.2762,1734334.0,477165.8038,2700
1662768000000,2022-09-10,KMDUSDT,0.2737,0.2782,0.2675,0.2721,1738150.0,474833.843,2779
1662681600000,2022-09-09,KMDUSDT,0.2573,0.2762,0.2572,0.2738,1884744.0,507818.5019,3624
1662595200000,2022-09-08,KMDUSDT,0.2596,0.2664,0.254,0.2571,2697853.0,700854.2151,3552
1662508800000,2022-09-07,KMDUSDT,0.2511,0.2639,0.244,0.2598,3947542.0,1006045.0451,5718
1662422400000,2022-09-06,KMDUSDT,0.2624,0.2912,0.2492,0.2513,9979008.0,2736443.7134,14268
1662336000000,2022-09-05,KMDUSDT,0.2639,0.2711,0.2545,0.2624,2655462.0,695392.8994,4263
1662249600000,2022-09-04,KMDUSDT,0.2541,0.2676,0.2531,0.2635,2376413.0,620638.384,4004
1662163200000,2022-09-03,KMDUSDT,0.2617,0.2639,0.2522,0.2543,1707990.0,438387.6163,2887
1662076800000,2022-09-02,KMDUSDT,0.2588,0.2764,0.2525,0.2618,6263395.0,1654790.7271,9457
1661990400000,2022-09-01,KMDUSDT,0.2572,0.2596,0.2485,0.2591,1795169.0,455062.619,3461
1661904000000,2022-08-31,KMDUSDT,0.2573,0.2691,0.2538,0.2563,2526658.0,658733.1916,4468
1661817600000,2022-08-30,KMDUSDT,0.2757,0.2783,0.2514,0.2573,5353196.0,1421172.1869,7450
1661731200000,2022-08-29,KMDUSDT,0.2572,0.2971,0.2488,0.2757,12043719.0,3322744.0878,20924
1661644800000,2022-08-28,KMDUSDT,0.2755,0.2841,0.2536,0.2568,6424476.0,1726673.818,11096
1661558400000,2022-08-27,KMDUSDT,0.3703,0.3948,0.2714,0.276,28404015.0,9156816.9154,54950
1661472000000,2022-08-26,KMDUSDT,0.2627,0.4291,0.2588,0.3703,109788021.0,39249752.5847,217497
1661385600000,2022-08-25,KMDUSDT,0.2553,0.3039,0.2552,0.2623,11977407.0,3368826.4172,20345
1661299200000,2022-08-24,KMDUSDT,0.2569,0.278,0.2509,0.2555,2051160.0,544177.906,3872
1661212800000,2022-08-23,KMDUSDT,0.2567,0.2597,0.2494,0.2569,668922.0,170547.4177,1799
1661126400000,2022-08-22,KMDUSDT,0.2651,0.2651,0.24,0.2564,1245561.0,312905.0343,2737
1661040000000,2022-08-21,KMDUSDT,0.2641,0.277,0.2589,0.2651,1602390.0,431189.2891,3237
1660953600000,2022-08-20,KMDUSDT,0.2497,0.2745,0.2497,0.2643,2071004.0,549016.8163,4262
1660867200000,2022-08-19,KMDUSDT,0.2789,0.279,0.249,0.2497,1661116.0,433832.2695,3947
1660780800000,2022-08-18,KMDUSDT,0.2922,0.2967,0.2778,0.278,705938.0,204365.4292,1702
1660694400000,2022-08-17,KMDUSDT,0.3097,0.3155,0.2876,0.2926,1523560.0,458499.3993,3798
1660608000000,2022-08-16,KMDUSDT,0.3117,0.3173,0.3048,0.3092,1426928.0,443847.3455,3457
1660521600000,2022-08-15,KMDUSDT,0.3106,0.3245,0.3051,0.3117,2692890.0,845580.1456,6783
1660435200000,2022-08-14,KMDUSDT,0.3218,0.3279,0.3043,0.3106,2240921.0,711621.5664,4631
1660348800000,2022-08-13,KMDUSDT,0.32,0.3515,0.3185,0.3213,6051983.0,2003103.6844,12498
1660262400000,2022-08-12,KMDUSDT,0.317,0.3221,0.3131,0.3209,897879.0,285039.7402,2162
1660176000000,2022-08-11,KMDUSDT,0.3201,0.3248,0.314,0.3169,1494543.0,479295.3416,3552
1660089600000,2022-08-10,KMDUSDT,0.3167,0.3245,0.3062,0.3197,1245827.0,395496.9945,3452
1660003200000,2022-08-09,KMDUSDT,0.323,0.3269,0.3051,0.3169,1844802.0,582228.7826,3385
1659916800000,2022-08-08,KMDUSDT,0.3164,0.3276,0.3162,0.323,1695394.0,545998.4452,4080
1659830400000,2022-08-07,KMDUSDT,0.3215,0.3221,0.3088,0.3159,1950192.0,613642.7283,3935
1659744000000,2022-08-06,KMDUSDT,0.3064,0.3344,0.3043,0.3215,6726568.0,2165081.2176,12603
1659657600000,2022-08-05,KMDUSDT,0.2957,0.311,0.2955,0.3058,1600452.0,489188.0521,3374
1659571200000,2022-08-04,KMDUSDT,0.3019,0.3099,0.2925,0.2956,2821293.0,849420.5734,4683
1659484800000,2022-08-03,KMDUSDT,0.309,0.3211,0.3,0.302,2528685.0,786531.571,4484
1659398400000,2022-08-02,KMDUSDT,0.3108,0.3145,0.2976,0.3089,2965900.0,903523.7176,5010
1659312000000,2022-08-01,KMDUSDT,0.3041,0.3573,0.2991,0.3109,9430746.0,3078107.6494,16519
1659225600000,2022-07-31,KMDUSDT,0.2973,0.33,0.2963,0.3033,4026304.0,1250706.2459,6861
1659139200000,2022-07-30,KMDUSDT,0.3032,0.3391,0.2909,0.2972,8422385.0,2671463.1335,14740
1659052800000,2022-07-29,KMDUSDT,0.2915,0.316,0.2875,0.3035,6680210.0,2011810.1169,12571
1658966400000,2022-07-28,KMDUSDT,0.2837,0.2973,0.2761,0.2912,4853668.0,1387437.9664,7784
1658880000000,2022-07-27,KMDUSDT,0.2824,0.2875,0.2691,0.2843,8037152.0,2236852.7157,9581
1658793600000,2022-07-26,KMDUSDT,0.2641,0.34,0.2611,0.282,28826874.0,8633823.2278,47851
1658707200000,2022-07-25,KMDUSDT,0.2801,0.2816,0.2643,0.2643,2149620.0,591037.2351,4118
1658620800000,2022-07-24,KMDUSDT,0.2976,0.3014,0.2653,0.2801,4773198.0,1369347.7506,8857
1658534400000,2022-07-23,KMDUSDT,0.2794,0.3079,0.2773,0.2975,5799806.0,1704950.884,10542
1658448000000,2022-07-22,KMDUSDT,0.2962,0.309,0.2773,0.2792,4333483.0,1273502.5041,7048
1658361600000,2022-07-21,KMDUSDT,0.2755,0.3105,0.261,0.2962,12360429.0,3623523.7546,19688
1658275200000,2022-07-20,KMDUSDT,0.2924,0.3013,0.2733,0.2754,4649732.0,1344596.2554,7662
1658188800000,2022-07-19,KMDUSDT,0.2932,0.314,0.2797,0.2924,10669150.0,3136092.3198,16199
1658102400000,2022-07-18,KMDUSDT,0.2674,0.3667,0.2672,0.2932,32821637.0,10359757.1773,52347
1658016000000,2022-07-17,KMDUSDT,0.2875,0.29,0.2638,0.2681,4609097.0,1282059.7553,8414
1657929600000,2022-07-16,KMDUSDT,0.2769,0.318,0.2692,0.2875,14698026.0,4286686.2119,21654
1657843200000,2022-07-15,KMDUSDT,0.2986,0.3358,0.2722,0.2765,15356411.0,4578169.4674,27303
1657756800000,2022-07-14,KMDUSDT,0.3612,0.42,0.283,0.2988,59015249.0,20245723.9969,107808
1657670400000,2022-07-13,KMDUSDT,0.2273,0.632,0.2191,0.3606,257753185.0,107852940.9147,511872
1657584000000,2022-07-12,KMDUSDT,0.2002,0.3299,0.1959,0.2278,19980616.0,5036672.0314,31388
1657497600000,2022-07-11,KMDUSDT,0.2126,0.2189,0.199,0.2,1773538.0,374009.7043,3122
1657411200000,2022-07-10,KMDUSDT,0.2254,0.2261,0.208,0.2126,1772078.0,384184.6068,3158
1657324800000,2022-07-09,KMDUSDT,0.2273,0.2409,0.2242,0.2255,2762584.0,641665.3015,4605
1657238400000,2022-07-08,KMDUSDT,0.2222,0.245,0.2153,0.2283,5048853.0,1160400.8792,8235
1657152000000,2022-07-07,KMDUSDT,0.22,0.2339,0.2166,0.2224,3613808.0,807272.3687,5154
