https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume POLY,Volume BTC,tradecount
1646524800000,2022-03-06,POLYBTC,1.052e-05,1.063e-05,1.028e-05,1.04e-05,1477178.0,15.45235299,3895
1646438400000,2022-03-05,POLYBTC,1.07e-05,1.071e-05,1.029e-05,1.053e-05,977951.0,10.21299228,3670
1646352000000,2022-03-04,POLYBTC,9.87e-06,1.09e-05,9.67e-06,1.071e-05,3239677.0,33.26445696,10486
1646265600000,2022-03-03,POLYBTC,1.005e-05,1.005e-05,9.63e-06,9.86e-06,2321130.0,22.95988725,4552
1646179200000,2022-03-02,POLYBTC,1.061e-05,1.11e-05,9.9e-06,1.006e-05,4913758.0,49.84421615,11348
1646092800000,2022-03-01,POLYBTC,9.33e-06,1.233e-05,9.33e-06,1.061e-05,13958105.0,157.902164,49603
1646006400000,2022-02-28,POLYBTC,9.83e-06,1.04e-05,9.13e-06,9.34e-06,1552645.0,15.03697201,5928
1645920000000,2022-02-27,POLYBTC,1.014e-05,1.016e-05,9.67e-06,9.82e-06,955323.0,9.36081846,3585
1645833600000,2022-02-26,POLYBTC,9.97e-06,1.043e-05,9.85e-06,1.014e-05,1803977.0,18.21659337,7514
1645747200000,2022-02-25,POLYBTC,8.88e-06,1.083e-05,8.8e-06,9.98e-06,5880305.0,57.59683717,22961
1645660800000,2022-02-24,POLYBTC,9.31e-06,9.36e-06,8.58e-06,8.87e-06,1929947.0,17.18645264,5842
1645574400000,2022-02-23,POLYBTC,9.27e-06,9.41e-06,9.07e-06,9.31e-06,773072.0,7.15780932,2798
1645488000000,2022-02-22,POLYBTC,9.08e-06,9.26e-06,8.75e-06,9.26e-06,1289290.0,11.55331679,3269
1645401600000,2022-02-21,POLYBTC,9.71e-06,9.94e-06,9.05e-06,9.07e-06,1225987.0,11.7819706,4879
1645315200000,2022-02-20,POLYBTC,9.78e-06,9.93e-06,9.54e-06,9.72e-06,809909.0,7.83924898,3235
1645228800000,2022-02-19,POLYBTC,1.003e-05,1.01e-05,9.63e-06,9.79e-06,461533.0,4.5308753,1867
1645142400000,2022-02-18,POLYBTC,1.006e-05,1.023e-05,9.87e-06,1.003e-05,690553.0,6.91983078,2859
1645056000000,2022-02-17,POLYBTC,1.02e-05,1.022e-05,9.89e-06,1.008e-05,822119.0,8.25460533,2642
1644969600000,2022-02-16,POLYBTC,1.02e-05,1.027e-05,9.94e-06,1.019e-05,563588.0,5.69533896,2241
1644883200000,2022-02-15,POLYBTC,1.002e-05,1.019e-05,9.88e-06,1.019e-05,702526.0,7.01684141,1954
1644796800000,2022-02-14,POLYBTC,1.023e-05,1.024e-05,9.85e-06,1.003e-05,736013.0,7.33003729,2388
1644710400000,2022-02-13,POLYBTC,1.034e-05,1.034e-05,9.92e-06,1.024e-05,828416.0,8.40512353,2739
1644624000000,2022-02-12,POLYBTC,1.039e-05,1.045e-05,1.003e-05,1.034e-05,844115.0,8.60745857,3186
1644537600000,2022-02-11,POLYBTC,1.058e-05,1.08e-05,1.031e-05,1.041e-05,1417575.0,14.94012656,5651
1644451200000,2022-02-10,POLYBTC,1.1e-05,1.111e-05,1.047e-05,1.059e-05,2094567.0,22.40584655,6113
1644364800000,2022-02-09,POLYBTC,1.108e-05,1.147e-05,1.076e-05,1.101e-05,915307.0,10.06075337,3535
1644278400000,2022-02-08,POLYBTC,1.16e-05,1.166e-05,1.071e-05,1.107e-05,1435729.0,15.78635038,5672
1644192000000,2022-02-07,POLYBTC,1.198e-05,1.198e-05,1.124e-05,1.159e-05,1523074.0,17.59753731,5581
1644105600000,2022-02-06,POLYBTC,1.212e-05,1.335e-05,1.148e-05,1.197e-05,3935016.0,48.07054013,15413
1644019200000,2022-02-05,POLYBTC,1.08e-05,1.3e-05,1.066e-05,1.213e-05,5396579.0,65.43145909,25579
1643932800000,2022-02-04,POLYBTC,1.141e-05,1.272e-05,1.079e-05,1.081e-05,3262230.0,38.35772681,15785
1643846400000,2022-02-03,POLYBTC,1.109e-05,1.237e-05,1.081e-05,1.139e-05,5878125.0,67.07237679,25874
1643760000000,2022-02-02,POLYBTC,9.98e-06,1.125e-05,9.98e-06,1.108e-05,5496627.0,58.64289623,25615
1643673600000,2022-02-01,POLYBTC,1.004e-05,1.013e-05,9.83e-06,9.97e-06,702830.0,7.01644315,2637
1643587200000,2022-01-31,POLYBTC,1e-05,1.064e-05,9.88e-06,1.005e-05,1731361.0,17.67022333,7383
1643500800000,2022-01-30,POLYBTC,1.019e-05,1.023e-05,9.9e-06,1.001e-05,583177.0,5.88596505,2052
1643414400000,2022-01-29,POLYBTC,1.022e-05,1.029e-05,1.004e-05,1.02e-05,877742.0,8.95075446,2764
1643328000000,2022-01-28,POLYBTC,9.94e-06,1.069e-05,9.92e-06,1.022e-05,2269929.0,23.33577129,9648
1643241600000,2022-01-27,POLYBTC,9.91e-06,1.031e-05,9.75e-06,9.95e-06,1607533.0,16.17071812,7138
1643155200000,2022-01-26,POLYBTC,9.66e-06,1.017e-05,9.56e-06,9.92e-06,2195666.0,21.65487464,10208
1643068800000,2022-01-25,POLYBTC,9.84e-06,9.84e-06,9.27e-06,9.67e-06,1024904.0,9.72861605,4422
1642982400000,2022-01-24,POLYBTC,9.92e-06,1.022e-05,9.2e-06,9.86e-06,2980871.0,28.51294497,12691
1642896000000,2022-01-23,POLYBTC,9.92e-06,1.068e-05,9.58e-06,9.93e-06,2525103.0,25.10718709,10791
1642809600000,2022-01-22,POLYBTC,1.015e-05,1.029e-05,8.62e-06,9.88e-06,5067704.0,47.89916856,15451
1642723200000,2022-01-21,POLYBTC,1.069e-05,1.134e-05,1.009e-05,1.014e-05,3971259.0,41.91825625,14912
1642636800000,2022-01-20,POLYBTC,1.091e-05,1.134e-05,1.069e-05,1.069e-05,1225783.0,13.46281459,6300
1642550400000,2022-01-19,POLYBTC,1.106e-05,1.139e-05,1.066e-05,1.091e-05,764488.0,8.35836178,4005
1642464000000,2022-01-18,POLYBTC,1.135e-05,1.142e-05,1.1e-05,1.107e-05,771397.0,8.62711542,3101
1642377600000,2022-01-17,POLYBTC,1.171e-05,1.172e-05,1.12e-05,1.135e-05,880211.0,10.02322161,3620
1642291200000,2022-01-16,POLYBTC,1.139e-05,1.258e-05,1.131e-05,1.17e-05,6123089.0,72.80970113,18096
1642204800000,2022-01-15,POLYBTC,1.129e-05,1.142e-05,1.119e-05,1.14e-05,440331.0,4.98128338,2144
1642118400000,2022-01-14,POLYBTC,1.132e-05,1.138e-05,1.117e-05,1.13e-05,540880.0,6.09463074,2477
1642032000000,2022-01-13,POLYBTC,1.142e-05,1.164e-05,1.12e-05,1.132e-05,938430.0,10.6389356,4315
1641945600000,2022-01-12,POLYBTC,1.136e-05,1.148e-05,1.102e-05,1.141e-05,1010041.0,11.37093765,4159
1641859200000,2022-01-11,POLYBTC,1.142e-05,1.148e-05,1.089e-05,1.137e-05,1347855.0,14.99887661,6299
1641772800000,2022-01-10,POLYBTC,1.183e-05,1.207e-05,1.116e-05,1.141e-05,1820378.0,21.06011618,7013
1641686400000,2022-01-09,POLYBTC,1.132e-05,1.267e-05,1.114e-05,1.18e-05,4295939.0,50.94275366,18916
1641600000000,2022-01-08,POLYBTC,1.2e-05,1.237e-05,1.105e-05,1.13e-05,2931959.0,34.30134875,10195
1641513600000,2022-01-07,POLYBTC,1.15e-05,1.3e-05,1.1e-05,1.199e-05,5022805.0,60.68474602,20725
1641427200000,2022-01-06,POLYBTC,1.134e-05,1.221e-05,1.094e-05,1.148e-05,2365215.0,26.90686345,9212
1641340800000,2022-01-05,POLYBTC,1.173e-05,1.256e-05,1.107e-05,1.132e-05,2781367.0,32.78425139,9499
1641254400000,2022-01-04,POLYBTC,1.184e-05,1.216e-05,1.144e-05,1.173e-05,1791064.0,21.03952556,6733
1641168000000,2022-01-03,POLYBTC,1.242e-05,1.327e-05,1.169e-05,1.186e-05,4308818.0,53.36549602,15742
1641081600000,2022-01-02,POLYBTC,1.035e-05,1.399e-05,1.035e-05,1.239e-05,15646840.0,197.99524502,54056
1640995200000,2022-01-01,POLYBTC,1.036e-05,1.047e-05,1.023e-05,1.034e-05,490307.0,5.07220879,1820
1640908800000,2021-12-31,POLYBTC,1.025e-05,1.038e-05,1.004e-05,1.036e-05,763884.0,7.77158846,2285
1640822400000,2021-12-30,POLYBTC,1.027e-05,1.051e-05,1.015e-05,1.024e-05,764475.0,7.85359544,2726
1640736000000,2021-12-29,POLYBTC,1.045e-05,1.05e-05,1.015e-05,1.03e-05,760298.0,7.87168821,2384
1640649600000,2021-12-28,POLYBTC,1.089e-05,1.09e-05,1.042e-05,1.045e-05,868023.0,9.24673508,2702
1640563200000,2021-12-27,POLYBTC,1.078e-05,1.094e-05,1.059e-05,1.09e-05,972068.0,10.47319507,2744
1640476800000,2021-12-26,POLYBTC,1.091e-05,1.113e-05,1.071e-05,1.077e-05,842679.0,9.16125019,2984
1640390400000,2021-12-25,POLYBTC,1.066e-05,1.092e-05,1.06e-05,1.091e-05,515757.0,5.53981641,1570
1640304000000,2021-12-24,POLYBTC,1.063e-05,1.102e-05,1.049e-05,1.066e-05,1121705.0,12.06174932,3703
1640217600000,2021-12-23,POLYBTC,1.049e-05,1.072e-05,1.04e-05,1.066e-05,893296.0,9.43906257,3062
1640131200000,2021-12-22,POLYBTC,1.024e-05,1.059e-05,1.019e-05,1.05e-05,890700.0,9.21891068,2546
1640044800000,2021-12-21,POLYBTC,1.032e-05,1.049e-05,1.004e-05,1.025e-05,812593.0,8.30711009,2956
1639958400000,2021-12-20,POLYBTC,1.046e-05,1.08e-05,1.006e-05,1.03e-05,1000892.0,10.36106872,3079
1639872000000,2021-12-19,POLYBTC,1.064e-05,1.064e-05,1.03e-05,1.044e-05,517361.0,5.40053058,1624
1639785600000,2021-12-18,POLYBTC,1.052e-05,1.072e-05,1.045e-05,1.065e-05,558267.0,5.90723715,1656
1639699200000,2021-12-17,POLYBTC,1.048e-05,1.094e-05,1.02e-05,1.052e-05,1012537.0,10.575037,3032
1639612800000,2021-12-16,POLYBTC,1.045e-05,1.099e-05,1.038e-05,1.049e-05,1537005.0,16.38929978,4014
1639526400000,2021-12-15,POLYBTC,1.023e-05,1.058e-05,9.99e-06,1.044e-05,2137167.0,21.92963449,4529
1639440000000,2021-12-14,POLYBTC,1.05e-05,1.087e-05,1.009e-05,1.022e-05,1891475.0,19.55595659,4998
1639353600000,2021-12-13,POLYBTC,1.085e-05,1.182e-05,1.046e-05,1.05e-05,2879709.0,32.39840884,8718
1639267200000,2021-12-12,POLYBTC,1.092e-05,1.13e-05,1.07e-05,1.084e-05,1882174.0,20.59998058,4582
1639180800000,2021-12-11,POLYBTC,1.099e-05,1.121e-05,1.072e-05,1.094e-05,708803.0,7.73569467,3092
1639094400000,2021-12-10,POLYBTC,1.137e-05,1.155e-05,1.09e-05,1.102e-05,1225008.0,13.63909629,5143
1639008000000,2021-12-09,POLYBTC,1.183e-05,1.183e-05,1.131e-05,1.139e-05,1400644.0,16.12934089,4311
1638921600000,2021-12-08,POLYBTC,1.173e-05,1.236e-05,1.141e-05,1.183e-05,1659874.0,19.46633695,6042
1638835200000,2021-12-07,POLYBTC,1.146e-05,1.258e-05,1.134e-05,1.171e-05,2654087.0,31.3328626,9043
1638748800000,2021-12-06,POLYBTC,1.116e-05,1.35e-05,1.025e-05,1.146e-05,9946514.0,117.90369744,33160
1638662400000,2021-12-05,POLYBTC,1.211e-05,1.214e-05,1.081e-05,1.117e-05,2149385.0,24.55385572,6314
1638576000000,2021-12-04,POLYBTC,1.295e-05,1.308e-05,1.072e-05,1.21e-05,5640819.0,66.15519073,21328
1638489600000,2021-12-03,POLYBTC,1.32e-05,1.326e-05,1.263e-05,1.292e-05,1405419.0,18.08149396,6192
1638403200000,2021-12-02,POLYBTC,1.326e-05,1.36e-05,1.289e-05,1.318e-05,1077881.0,14.12478369,5782
1638316800000,2021-12-01,POLYBTC,1.348e-05,1.366e-05,1.302e-05,1.327e-05,1781733.0,23.68737849,6877
1638230400000,2021-11-30,POLYBTC,1.412e-05,1.414e-05,1.306e-05,1.35e-05,1818202.0,24.53634227,7181
1638144000000,2021-11-29,POLYBTC,1.496e-05,1.522e-05,1.39e-05,1.41e-05,1276152.0,18.19753633,6279
1638057600000,2021-11-28,POLYBTC,1.696e-05,1.728e-05,1.473e-05,1.493e-05,3533827.0,55.51752066,16984
1637971200000,2021-11-27,POLYBTC,1.452e-05,1.7e-05,1.413e-05,1.698e-05,9394275.0,150.18195042,34643
1637884800000,2021-11-26,POLYBTC,1.359e-05,1.607e-05,1.298e-05,1.451e-05,13582444.0,199.01792161,51740
1637798400000,2021-11-25,POLYBTC,1.274e-05,1.36e-05,1.225e-05,1.357e-05,3310887.0,42.53188104,12354
1637712000000,2021-11-24,POLYBTC,1.277e-05,1.36e-05,1.24e-05,1.274e-05,2232585.0,28.80029169,9172
1637625600000,2021-11-23,POLYBTC,1.279e-05,1.35e-05,1.25e-05,1.274e-05,3255960.0,41.89669457,11297
1637539200000,2021-11-22,POLYBTC,1.303e-05,1.303e-05,1.243e-05,1.278e-05,1928083.0,24.536268,7238
1637452800000,2021-11-21,POLYBTC,1.361e-05,1.438e-05,1.288e-05,1.304e-05,7119651.0,96.04827582,22835
1637366400000,2021-11-20,POLYBTC,1.135e-05,1.5e-05,1.123e-05,1.359e-05,19520874.0,260.24243733,63523
1637280000000,2021-11-19,POLYBTC,1.109e-05,1.156e-05,1.069e-05,1.139e-05,2362286.0,26.39552121,7889
1637193600000,2021-11-18,POLYBTC,1.223e-05,1.223e-05,1.087e-05,1.109e-05,5783531.0,64.99483838,17348
1637107200000,2021-11-17,POLYBTC,1.315e-05,1.382e-05,1.181e-05,1.222e-05,9352310.0,114.60383584,25749
1637020800000,2021-11-16,POLYBTC,1.167e-05,1.406e-05,1.079e-05,1.315e-05,36429643.0,464.03286077,106340
1636934400000,2021-11-15,POLYBTC,1.003e-05,1.398e-05,9.88e-06,1.168e-05,19125763.0,227.83685577,54172
1636848000000,2021-11-14,POLYBTC,1.031e-05,1.031e-05,1e-05,1.003e-05,802369.0,8.11589685,2439
1636761600000,2021-11-13,POLYBTC,1.016e-05,1.031e-05,1.005e-05,1.031e-05,668231.0,6.78220471,1936
1636675200000,2021-11-12,POLYBTC,1.026e-05,1.026e-05,9.81e-06,1.015e-05,1437688.0,14.56093778,3587
1636588800000,2021-11-11,POLYBTC,1.013e-05,1.035e-05,1.003e-05,1.028e-05,1257586.0,12.82295492,3365
1636502400000,2021-11-10,POLYBTC,1.044e-05,1.049e-05,9.91e-06,1.012e-05,2014336.0,20.60570526,6020
1636416000000,2021-11-09,POLYBTC,1.018e-05,1.054e-05,9.95e-06,1.044e-05,2856801.0,29.30592669,6224
1636329600000,2021-11-08,POLYBTC,1.088e-05,1.088e-05,1.013e-05,1.016e-05,883563.0,9.16404858,3294
1636243200000,2021-11-07,POLYBTC,1.115e-05,1.115e-05,1.085e-05,1.089e-05,793223.0,8.69485306,2660
1636156800000,2021-11-06,POLYBTC,1.131e-05,1.133e-05,1.107e-05,1.116e-05,628426.0,7.01277255,2255
1636070400000,2021-11-05,POLYBTC,1.147e-05,1.147e-05,1.11e-05,1.133e-05,936618.0,10.54754326,3523
1635984000000,2021-11-04,POLYBTC,1.099e-05,1.167e-05,1.091e-05,1.148e-05,3016737.0,34.19725821,12026
1635897600000,2021-11-03,POLYBTC,1.124e-05,1.129e-05,1.093e-05,1.096e-05,1474486.0,16.29847646,5187
1635811200000,2021-11-02,POLYBTC,1.158e-05,1.158e-05,1.093e-05,1.125e-05,1156749.0,12.9263661,4368
1635724800000,2021-11-01,POLYBTC,1.157e-05,1.239e-05,1.1e-05,1.157e-05,3161821.0,36.29945426,10065
1635638400000,2021-10-31,POLYBTC,1.156e-05,1.179e-05,1.092e-05,1.156e-05,1830939.0,20.74458199,7483
1635552000000,2021-10-30,POLYBTC,1.12e-05,1.207e-05,1.095e-05,1.156e-05,3406610.0,38.85348099,13630
1635465600000,2021-10-29,POLYBTC,1.144e-05,1.144e-05,1.089e-05,1.117e-05,1378508.0,15.25870346,5130
1635379200000,2021-10-28,POLYBTC,1.059e-05,1.174e-05,1.043e-05,1.146e-05,3740979.0,40.94268568,13197
1635292800000,2021-10-27,POLYBTC,1.165e-05,1.178e-05,1.007e-05,1.06e-05,3598231.0,38.86979709,11069
1635206400000,2021-10-26,POLYBTC,1.144e-05,1.168e-05,1.123e-05,1.162e-05,1568907.0,17.88104878,4483
1635120000000,2021-10-25,POLYBTC,1.154e-05,1.239e-05,1.115e-05,1.144e-05,2907211.0,33.94453628,9298
1635033600000,2021-10-24,POLYBTC,1.16e-05,1.16e-05,1.126e-05,1.154e-05,1116032.0,12.77034742,3745
1634947200000,2021-10-23,POLYBTC,1.173e-05,1.173e-05,1.135e-05,1.159e-05,943440.0,10.88823793,3355
1634860800000,2021-10-22,POLYBTC,1.132e-05,1.173e-05,1.115e-05,1.173e-05,994787.0,11.32057767,4164
1634774400000,2021-10-21,POLYBTC,1.113e-05,1.137e-05,1.086e-05,1.132e-05,1512882.0,16.76296234,5351
1634688000000,2021-10-20,POLYBTC,1.149e-05,1.15e-05,1.064e-05,1.114e-05,3969433.0,43.70019006,9298
1634601600000,2021-10-19,POLYBTC,1.1e-05,1.34e-05,1.1e-05,1.148e-05,16025101.0,194.84867651,58331
1634515200000,2021-10-18,POLYBTC,1.119e-05,1.196e-05,1.083e-05,1.099e-05,2185062.0,24.0744877,7470
1634428800000,2021-10-17,POLYBTC,1.165e-05,1.213e-05,1.114e-05,1.122e-05,2127129.0,24.66002069,7300
1634342400000,2021-10-16,POLYBTC,1.148e-05,1.19e-05,1.134e-05,1.165e-05,2507240.0,29.11309777,7723
1634256000000,2021-10-15,POLYBTC,1.338e-05,1.4e-05,1.138e-05,1.148e-05,5600236.0,68.48240273,20567
1634169600000,2021-10-14,POLYBTC,1.311e-05,1.406e-05,1.263e-05,1.339e-05,4569793.0,60.73688225,18338
1634083200000,2021-10-13,POLYBTC,1.291e-05,1.338e-05,1.276e-05,1.311e-05,3845696.0,50.30101317,13921
1633996800000,2021-10-12,POLYBTC,1.339e-05,1.339e-05,1.23e-05,1.289e-05,5290951.0,67.63786288,19516
1633910400000,2021-10-11,POLYBTC,1.441e-05,1.47e-05,1.302e-05,1.337e-05,3082215.0,42.73519626,15328
1633824000000,2021-10-10,POLYBTC,1.433e-05,1.576e-05,1.417e-05,1.441e-05,6603928.0,97.23159261,33495
1633737600000,2021-10-09,POLYBTC,1.489e-05,1.493e-05,1.397e-05,1.434e-05,2925645.0,41.94021347,12879
1633651200000,2021-10-08,POLYBTC,1.577e-05,1.593e-05,1.441e-05,1.488e-05,4706741.0,70.10874204,20909
1633564800000,2021-10-07,POLYBTC,1.579e-05,1.589e-05,1.465e-05,1.574e-05,4983077.0,76.95403727,21346
1633478400000,2021-10-06,POLYBTC,1.674e-05,2.091e-05,1.551e-05,1.578e-05,13886830.0,244.19491719,86278
1633392000000,2021-10-05,POLYBTC,1.864e-05,1.9e-05,1.655e-05,1.673e-05,8483603.0,148.3896689,38205
1633305600000,2021-10-04,POLYBTC,1.726e-05,2.218e-05,1.701e-05,1.863e-05,17317116.0,341.84679908,81616
1633219200000,2021-10-03,POLYBTC,1.561e-05,1.774e-05,1.518e-05,1.731e-05,10600951.0,176.85229118,42683
1633132800000,2021-10-02,POLYBTC,1.525e-05,1.597e-05,1.47e-05,1.562e-05,6717532.0,102.3291286,19649
1633046400000,2021-10-01,POLYBTC,1.538e-05,1.777e-05,1.467e-05,1.526e-05,14534723.0,233.26831326,51161
1632960000000,2021-09-30,POLYBTC,1.283e-05,1.815e-05,1.266e-05,1.537e-05,34516045.0,546.63678974,121772
1632873600000,2021-09-29,POLYBTC,1.256e-05,1.347e-05,1.235e-05,1.286e-05,2327191.0,30.0418197,8352
1632787200000,2021-09-28,POLYBTC,1.325e-05,1.333e-05,1.252e-05,1.256e-05,1757011.0,22.52633423,5933
1632700800000,2021-09-27,POLYBTC,1.337e-05,1.395e-05,1.3e-05,1.324e-05,2429480.0,32.39900292,7660
1632614400000,2021-09-26,POLYBTC,1.413e-05,1.491e-05,1.313e-05,1.335e-05,3694597.0,50.06132297,11900
1632528000000,2021-09-25,POLYBTC,1.395e-05,1.493e-05,1.376e-05,1.412e-05,4925078.0,70.41311154,18363
1632441600000,2021-09-24,POLYBTC,1.466e-05,1.469e-05,1.352e-05,1.392e-05,4109780.0,57.40586837,12118
1632355200000,2021-09-23,POLYBTC,1.414e-05,1.5e-05,1.341e-05,1.464e-05,3498965.0,49.40330062,13849
1632268800000,2021-09-22,POLYBTC,1.298e-05,1.425e-05,1.242e-05,1.412e-05,8049634.0,106.4072305,20135
1632182400000,2021-09-21,POLYBTC,1.385e-05,1.414e-05,1.297e-05,1.3e-05,6871854.0,93.4296864,21518
1632096000000,2021-09-20,POLYBTC,1.439e-05,1.555e-05,1.261e-05,1.385e-05,17611929.0,252.28865169,58184
1632009600000,2021-09-19,POLYBTC,1.477e-05,1.477e-05,1.426e-05,1.439e-05,3668458.0,53.14971279,8686
1631923200000,2021-09-18,POLYBTC,1.551e-05,1.634e-05,1.464e-05,1.477e-05,5476243.0,82.38831757,15321
1631836800000,2021-09-17,POLYBTC,1.428e-05,1.765e-05,1.408e-05,1.549e-05,23315914.0,362.59688769,80343
1631750400000,2021-09-16,POLYBTC,1.473e-05,1.478e-05,1.405e-05,1.428e-05,4066797.0,58.27794656,11097
1631664000000,2021-09-15,POLYBTC,1.542e-05,1.544e-05,1.447e-05,1.474e-05,5354469.0,78.62166032,15093
1631577600000,2021-09-14,POLYBTC,1.784e-05,1.793e-05,1.5e-05,1.542e-05,11045840.0,176.7536627,35213
1631491200000,2021-09-13,POLYBTC,1.395e-05,1.997e-05,1.393e-05,1.783e-05,57472675.0,962.78465817,201357
1631404800000,2021-09-12,POLYBTC,1.427e-05,1.429e-05,1.371e-05,1.393e-05,5406625.0,75.4560809,14863
1631318400000,2021-09-11,POLYBTC,1.478e-05,1.502e-05,1.395e-05,1.428e-05,6002581.0,86.13203971,16496
1631232000000,2021-09-10,POLYBTC,1.598e-05,1.64e-05,1.429e-05,1.48e-05,7437350.0,112.37589291,24491
1631145600000,2021-09-09,POLYBTC,1.607e-05,1.797e-05,1.537e-05,1.599e-05,17884807.0,288.79054265,66432
1631059200000,2021-09-08,POLYBTC,1.567e-05,2.294e-05,1.461e-05,1.607e-05,30125307.0,492.99400841,120874
1630972800000,2021-09-07,POLYBTC,1.437e-05,1.801e-05,1.338e-05,1.563e-05,37044769.0,572.72288494,115993
1630886400000,2021-09-06,POLYBTC,1.442e-05,1.648e-05,1.377e-05,1.437e-05,24042480.0,359.50993967,72899
1630800000000,2021-09-05,POLYBTC,1.75e-05,1.75e-05,1.407e-05,1.446e-05,37747399.0,581.49918234,98325
1630713600000,2021-09-04,POLYBTC,1.338e-05,2.44e-05,1.311e-05,1.751e-05,81142816.0,1588.3890655,260350
1630627200000,2021-09-03,POLYBTC,7.84e-06,1.4e-05,7.69e-06,1.336e-05,64263774.0,676.29134647,148161
1630540800000,2021-09-02,POLYBTC,7.65e-06,7.89e-06,7.32e-06,7.85e-06,4948252.0,37.56826912,9774
1630454400000,2021-09-01,POLYBTC,7.58e-06,7.83e-06,7.4e-06,7.65e-06,4461294.0,34.14970584,10602
1630368000000,2021-08-31,POLYBTC,7.42e-06,7.75e-06,7.26e-06,7.57e-06,3554843.0,26.6468334,8245
1630281600000,2021-08-30,POLYBTC,7.38e-06,7.48e-06,7.23e-06,7.43e-06,2052211.0,15.06694656,5074
1630195200000,2021-08-29,POLYBTC,7.31e-06,7.58e-06,7.04e-06,7.38e-06,4997060.0,36.70649158,10868
1630108800000,2021-08-28,POLYBTC,7.43e-06,7.44e-06,7.17e-06,7.29e-06,2511719.0,18.30247952,6313
1630022400000,2021-08-27,POLYBTC,7.45e-06,7.47e-06,6.99e-06,7.41e-06,2806499.0,20.2091055,7745
1629936000000,2021-08-26,POLYBTC,7.35e-06,7.46e-06,7.08e-06,7.44e-06,4145257.0,29.81033771,11274
1629849600000,2021-08-25,POLYBTC,7e-06,7.49e-06,6.87e-06,7.34e-06,10893822.0,78.44144176,24704
1629763200000,2021-08-24,POLYBTC,6.87e-06,7.16e-06,6.65e-06,7e-06,5496961.0,37.76939422,14024
1629676800000,2021-08-23,POLYBTC,6.55e-06,7.1e-06,6.47e-06,6.88e-06,5670970.0,38.33821399,12329
1629590400000,2021-08-22,POLYBTC,6.58e-06,6.72e-06,6.49e-06,6.54e-06,2616709.0,17.25361367,6020
1629504000000,2021-08-21,POLYBTC,6.57e-06,6.79e-06,6.47e-06,6.57e-06,4601535.0,30.47771955,8529
1629417600000,2021-08-20,POLYBTC,6.49e-06,7.65e-06,6.44e-06,6.57e-06,27749646.0,194.6357491,50724
1629331200000,2021-08-19,POLYBTC,6.54e-06,6.93e-06,6.25e-06,6.49e-06,8835988.0,57.96787155,19887
1629244800000,2021-08-18,POLYBTC,6.69e-06,6.92e-06,6.32e-06,6.54e-06,4262614.0,27.86218329,9358
1629158400000,2021-08-17,POLYBTC,6.72e-06,6.96e-06,6.57e-06,6.7e-06,4172485.0,28.09393354,10109
1629072000000,2021-08-16,POLYBTC,6.66e-06,6.99e-06,6.59e-06,6.72e-06,4605445.0,31.08406354,8885
1628985600000,2021-08-15,POLYBTC,6.56e-06,7.04e-06,6.56e-06,6.66e-06,6080411.0,40.97631832,12313
1628899200000,2021-08-14,POLYBTC,6.4e-06,6.62e-06,6.23e-06,6.54e-06,3004153.0,19.22617178,6265
1628812800000,2021-08-13,POLYBTC,6.51e-06,6.74e-06,6.2e-06,6.42e-06,3647034.0,23.51636864,6922
1628726400000,2021-08-12,POLYBTC,6.74e-06,6.79e-06,6.25e-06,6.52e-06,4151764.0,27.26381282,11090
1628640000000,2021-08-11,POLYBTC,6.59e-06,7.18e-06,6.39e-06,6.74e-06,13765497.0,93.08319718,35650
1628553600000,2021-08-10,POLYBTC,6.08e-06,7.3e-06,5.97e-06,6.59e-06,15082241.0,101.57263853,39660
1628467200000,2021-08-09,POLYBTC,6.32e-06,6.32e-06,5.95e-06,6.09e-06,2174024.0,13.23789738,5483
1628380800000,2021-08-08,POLYBTC,6.5e-06,6.51e-06,6.17e-06,6.31e-06,1726573.0,10.90736417,4570
1628294400000,2021-08-07,POLYBTC,6.52e-06,6.59e-06,6.38e-06,6.51e-06,2436307.0,15.82425897,6682
1628208000000,2021-08-06,POLYBTC,6.62e-06,6.8e-06,6.36e-06,6.54e-06,2883634.0,18.91502593,7251
1628121600000,2021-08-05,POLYBTC,6.75e-06,7.08e-06,6.5e-06,6.64e-06,3781980.0,25.32649025,9522
1628035200000,2021-08-04,POLYBTC,6.79e-06,7.23e-06,6.53e-06,6.75e-06,6497809.0,44.10915892,12404
1627948800000,2021-08-03,POLYBTC,6.95e-06,6.95e-06,6.32e-06,6.78e-06,8228826.0,54.9740716,16171
1627862400000,2021-08-02,POLYBTC,6.62e-06,6.95e-06,6.5e-06,6.95e-06,5578586.0,37.44819606,13564
1627776000000,2021-08-01,POLYBTC,6.58e-06,7.4e-06,6.4e-06,6.61e-06,9552609.0,64.35070999,18522
1627689600000,2021-07-31,POLYBTC,6.51e-06,6.65e-06,6.27e-06,6.59e-06,9234658.0,59.10439285,16908
1627603200000,2021-07-30,POLYBTC,6.29e-06,7.7e-06,6.22e-06,6.5e-06,35428367.0,247.23270977,72451
1627516800000,2021-07-29,POLYBTC,5.87e-06,6.36e-06,5.81e-06,6.28e-06,13521158.0,83.36420316,13977
1627430400000,2021-07-28,POLYBTC,6.15e-06,6.24e-06,5.67e-06,5.88e-06,22736256.0,134.79645428,17476
